categorycode,purchaseitem,isactive,itemcode,itemid,pdesc,meas1,eqnum,meas2,ucost,reorder,remarks,onhand,id
0010,1,1,,P00509,"Push  In Fitttings, Spl 12-02",pcs,1.00,pcs,0.00,0.00,,0,509
0010,1,1,,P00510,"Push In Fittings,  Spy 8",pcs,1.00,pcs,0.00,0.00,,0,510
0010,1,1,,P00511,"Push In Fittings, Spc  8-04",pcs,1.00,pcs,0.00,0.00,,0,511
0010,1,1,,P00512,"Push In Fittings, Spc 10-02",pcs,1.00,pcs,0.00,0.00,,0,512
0010,1,1,,P00513,"Push In Fittings, Spc 10-04",pcs,1.00,pcs,0.00,0.00,,0,513
0010,1,1,,P00514,"Push In Fittings, Spc 12-03",pcs,1.00,pcs,0.00,0.00,,0,514
0010,1,1,,P00515,"Push In Fittings, Spc 12-04",pcs,1.00,pcs,0.00,0.00,,0,515
0010,1,1,,P00516,"Push In Fittings, Spl  12-04",pcs,1.00,pcs,0.00,0.00,,0,516
0010,1,1,,P00517,"Push In Fittings, Spl  8-04",pcs,1.00,pcs,0.00,0.00,,0,517
0010,1,1,,P00518,"Push In Fittings, Spl 10-04",pcs,1.00,pcs,0.00,0.00,,0,518
0010,1,1,,P00519,"Push In Fittings, Spl 12-03",pcs,1.00,pcs,0.00,0.00,,0,519
0010,1,1,,P00520,"Push In Fittings, Spl 6-01",pcs,1.00,pcs,0.00,0.00,,0,520
0010,1,1,,P00521,"Push In Fittings, Spy 10",pcs,1.00,pcs,0.00,0.00,,0,521
0010,1,1,,P00522,"Push In Fittings, Spy 12",pcs,1.00,pcs,0.00,0.00,,0,522
0011,1,1,,P00523,Allen Bolt  12X40,pcs,1.00,pcs,0.00,0.00,,0,523
0011,1,1,,P00524,Allen Bolt  12X50,pcs,1.00,pcs,0.00,0.00,,0,524
0011,1,1,,P00525,Bearing 6215,pcs,1.00,pcs,0.00,0.00,,0,525
0011,1,1,,P00526,Bearing Nu2215Ec2,pcs,1.00,pcs,0.00,0.00,,0,526
0011,1,1,,P00527,Granulator Blade Circle,pcs,1.00,pcs,0.00,0.00,,0,527
0011,1,1,,P00528,Granulator Blade Flat,pcs,1.00,pcs,0.00,0.00,,0,528
0011,1,1,,P00529,Hex  Bolt 10X15,pcs,1.00,pcs,0.00,0.00,,0,529
0011,1,1,,P00530,Hex Bolt 12X30,pcs,1.00,pcs,0.00,0.00,,0,530
0011,1,1,,P00531,Oil Seal 95X75X10,pcs,1.00,pcs,0.00,0.00,,0,531
0011,1,1,,P00532,Overload Relay Th-P60 Eta 67A(54A-80A),pcs,1.00,pcs,0.00,0.00,,0,532
0011,1,1,,P00533,"Push In Fittings,  Spc  8-02",pcs,1.00,pcs,0.00,0.00,,0,533
0011,1,1,,P00534,"Push In Fittings,  Spc 10-04",pcs,1.00,pcs,0.00,0.00,,0,534
0011,1,1,,P00535,"Push In Fittings,  Spl 10-02",pcs,1.00,pcs,0.00,0.00,,0,535
0011,1,1,,P00536,"Push In Fittings,  Spl 8-03",pcs,1.00,pcs,0.00,0.00,,0,536
0011,1,1,,P00537,"Push In Fittings,  Spy 10",pcs,1.00,pcs,0.00,0.00,,0,537
0011,1,1,,P00538,"Push In Fittings, Spl  8-01",pcs,1.00,pcs,0.00,0.00,,0,538
0012,1,1,,P00539,Belt A26,pcs,1.00,pcs,0.00,0.00,,0,539
0012,1,1,,P00540,Belt M25,pcs,1.00,pcs,0.00,0.00,,0,540
0012,1,1,,P00541,Belt M26,pcs,1.00,pcs,0.00,0.00,,0,541
0012,1,1,,P00542,Capacitor 108-130Uf 250Vac,pcs,1.00,pcs,0.00,0.00,,0,542
0012,1,1,,P00543,Capacitor 88-106 Uf 250V,pcs,1.00,pcs,0.00,0.00,,0,543
0012,1,1,,P00544,Capacitor 108-130,pcs,1.00,pcs,0.00,0.00,,0,544
0012,1,1,,P00545,Capacitor10Uf 250 V,pcs,1.00,pcs,0.00,0.00,,0,545
0013,1,1,,P00546,Belt A42,pcs,1.00,pcs,0.00,0.00,,0,546
0013,1,1,,P00547,Belt B84,pcs,1.00,pcs,0.00,0.00,,0,547
0013,1,1,,P00548,"Three Phase Asynchronuos Motor, 3Kw, 380V, 50Hz-1410Rpm",pcs,1.00,pcs,0.00,0.00,,0,548
0014,1,1,,P00549,"Foot Valve 2""",pcs,1.00,pcs,0.00,0.00,,0,549
0014,1,1,,P00550,Pressure Gauge 0-350Psi,pcs,1.00,pcs,0.00,0.00,,0,550
0015,1,1,,P00551,"Allen Bolt, 12X25",pcs,1.00,pcs,0.00,0.00,,0,551
0015,1,1,,P00552,Anly Twin Timer (Type Atdv-Nc),pcs,1.00,pcs,0.00,0.00,,0,552
0015,1,1,,P00553,Bearing 6003,pcs,1.00,pcs,0.00,0.00,,0,553
0015,1,1,,P00554,Belt C79,pcs,1.00,pcs,0.00,0.00,,0,554
0015,1,1,,P00555,Belt Htd 880-8M ,pcs,1.00,pcs,0.00,0.00,,0,555
0015,1,1,,P00556,Compressor Oil Vdl68 Caltex (Cont.),pcs,1.00,pcs,0.00,0.00,,0,556
0015,1,1,,P00557,Corena S4 R Air Compresor Oil (20 Ltrs/Pail),pcs,1.00,pcs,0.00,0.00,,0,557
0015,1,1,,P00558,Filter Ring,pcs,1.00,pcs,0.00,0.00,,0,558
0015,1,1,,P00559,Hex Bolt 6X35,pcs,1.00,pcs,0.00,0.00,,0,559
0015,1,1,,P00560,High Pressure Compressor Air Filter,pcs,1.00,pcs,0.00,0.00,,0,560
0015,1,1,,P00561,Hydraulic Oil Aw68 Petron (200L/Drum),pcs,1.00,pcs,0.00,0.00,,0,561
0015,1,1,,P00562,Oil Filter Wd962,pcs,1.00,pcs,0.00,0.00,,0,562
0016,1,1,,P00563,Allen  10X50,pcs,1.00,pcs,0.00,0.00,,0,563
0016,1,1,,P00564,Allen Bolt 12X50,pcs,1.00,pcs,0.00,0.00,,0,564
0016,1,1,,P00565,Allen Bolt 6X45,pcs,1.00,pcs,0.00,0.00,,0,565
0016,1,1,,P00566,Crusher Blade - Skd 11 400 (Long Blade),pcs,1.00,pcs,0.00,0.00,,0,566
0016,1,1,,P00567,Crusher Blade - Skd 11 400 (Short Blade),pcs,1.00,pcs,0.00,0.00,,0,567
0016,1,1,,P00568,Crusher Blade - Skd 11 500 (Long Blade),pcs,1.00,pcs,0.00,0.00,,0,568
0016,1,1,,P00569,Crusher Blade - Skd 11 500 (Short Blade),pcs,1.00,pcs,0.00,0.00,,0,569
0016,1,1,,P00570,Hex Bolt 10X40,pcs,1.00,pcs,0.00,0.00,,0,570
0016,1,1,,P00571,Hex Bolt 12X30,pcs,1.00,pcs,0.00,0.00,,0,571
0016,1,1,,P00572,Hex Bolt 16X45,pcs,1.00,pcs,0.00,0.00,,0,572
0016,1,1,,P00573,Hex Bolt 16X55,pcs,1.00,pcs,0.00,0.00,,0,573
0016,1,1,,P00574,Hex Bolt 8X45 ,pcs,1.00,pcs,0.00,0.00,,0,574
0016,1,1,,P00575,Oil Seal 95X75X10,pcs,1.00,pcs,0.00,0.00,,0,575
0016,1,1,,P00576,Overload Relay Th-P60 Eta 67A(54A-80A) (Shihlin Brand),pcs,1.00,pcs,0.00,0.00,,0,576
0017,1,1,,P00577,American Brand Board,pcs,1.00,pcs,0.00,0.00,,0,577
0017,1,1,,P00578,American Circuit Enclosure Nema 1Mam Box 2 Pole Bolt-On,pcs,1.00,pcs,0.00,0.00,,0,578
0017,1,1,,P00579,Anchor Bolt 16Mmx13Ft.,pcs,1.00,pcs,0.00,0.00,,0,579
0017,1,1,,P00580,"Ball Valve 1"" Creston",pcs,1.00,pcs,0.00,0.00,,0,580
0017,1,1,,P00581,Ball Valve 1/2 Creston,pcs,1.00,pcs,0.00,0.00,,0,581
0017,1,1,,P00582,Blind Rivets 1/8X3/4 - 1000Pc/S Forx,pcs,1.00,pcs,0.00,0.00,,0,582
0017,1,1,,P00583,Breaker W/ Enclosure 100A,pcs,1.00,pcs,0.00,0.00,,0,583
0017,1,1,,P00584,Breaker W/ Enclosure 125A,pcs,1.00,pcs,0.00,0.00,,0,584
0017,1,1,,P00585,Breaker W/ Enclosure 200A,pcs,1.00,pcs,0.00,0.00,,0,585
0017,1,1,,P00586,Breaker W/ Enclosure 40A,pcs,1.00,pcs,0.00,0.00,,0,586
0017,1,1,,P00587,Brushes & Brooms Red,pcs,1.00,pcs,0.00,0.00,,0,587
0017,1,1,,P00588,Butane,pcs,1.00,pcs,0.00,0.00,,0,588
0017,1,1,,P00589,"Cable Tie 14"" (8X350Mm)",pcs,1.00,pcs,0.00,0.00,,0,589
0017,1,1,,P00590,Cable Tie 4X200,pcs,1.00,pcs,0.00,0.00,,0,590
0017,1,1,,P00591,Cable Tie 9X550,pcs,1.00,pcs,0.00,0.00,,0,591
0017,1,1,,P00592,Cable Ties 3X150,pcs,1.00,pcs,0.00,0.00,,0,592
0017,1,1,,P00593,Cable Ties 430X9Mm,pcs,1.00,pcs,0.00,0.00,,0,593
0017,1,1,,P00594,Cable Ties 4X250,pcs,1.00,pcs,0.00,0.00,,0,594
0017,1,1,,P00595,"Cable Ties 6"" (4X150Mm)",pcs,1.00,pcs,0.00,0.00,,0,595
0017,1,1,,P00596,"Carbitips 3/8"" Center",pcs,1.00,pcs,0.00,0.00,,0,596
0017,1,1,,P00597,"Carbitips 3/8"" Left Hand",pcs,1.00,pcs,0.00,0.00,,0,597
0017,1,1,,P00598,"Carbitips 3/8"" Right Hand",pcs,1.00,pcs,0.00,0.00,,0,598
0017,1,1,,P00599,Carbon Brush Cb-51A,pcs,1.00,pcs,0.00,0.00,,0,599
0017,1,1,,P00600,Ceiling Mounted Exhaust Fan Model: Xlf-300,pcs,1.00,pcs,0.00,0.00,,0,600
0017,1,1,,P00601,Ceiling Receptacle,pcs,1.00,pcs,0.00,0.00,,0,601
0017,1,1,,P00602,Circuit Breaker Enclosure 1Main Box 2 Pole Bolt-On,pcs,1.00,pcs,0.00,0.00,,0,602
0017,1,1,,P00603,Circuit Breaker Thermal-Magnetic 3P-100A-10Ka/415V Model: Ezc100F3100,pcs,1.00,pcs,0.00,0.00,,0,603
0017,1,1,,P00604,"Conduit C Clamp 1""",pcs,1.00,pcs,0.00,0.00,,0,604
0017,1,1,,P00605,"Conduit C Clamp Surefit 1/2""",pcs,1.00,pcs,0.00,0.00,,0,605
0017,1,1,,P00606,"Conduit Coupling 3""",pcs,1.00,pcs,0.00,0.00,,0,606
0017,1,1,,P00607,"Conduit Fittings 1""",pcs,1.00,pcs,0.00,0.00,,0,607
0017,1,1,,P00608,"Conduit Fittings 1""",pcs,1.00,pcs,0.00,0.00,,0,608
0017,1,1,,P00609,"Conduit Fittings 2""",pcs,1.00,pcs,0.00,0.00,,0,609
0017,1,1,,P00610,"Coupling 1 1/2"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,610
0017,1,1,,P00611,"Coupling 1/2"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,611
0017,1,1,,P00612,"Coupling 3/4"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,612
0017,1,1,,P00613,"Coupling Threaded 1-1/2"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,613
0017,1,1,,P00614,"Coupling Threaded Female 1""X1 1/2 (France)",pcs,1.00,pcs,0.00,0.00,,0,614
0017,1,1,,P00615,"Coupling Threaded Female 1""X1 1/2 (France)",pcs,1.00,pcs,0.00,0.00,,0,615
0017,1,1,,P00616,"Diamond Cutting Disc 4"" Bosun",pcs,1.00,pcs,0.00,0.00,,0,616
0017,1,1,,P00617,Drill Bit 1/4,pcs,1.00,pcs,0.00,0.00,,0,617
0017,1,1,,P00618,Drill Bit 3/16 Dormer,pcs,1.00,pcs,0.00,0.00,,0,618
0017,1,1,,P00619,"Drill Bit 3/4"" Creston Titanium Coated",pcs,1.00,pcs,0.00,0.00,,0,619
0017,1,1,,P00620,"Elbow 1 1/2"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,620
0017,1,1,,P00621,"Elbow 1/2"" Gi Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,621
0017,1,1,,P00622,"Elbow Gi 1"" Hd Fittings",pcs,1.00,pcs,0.00,0.00,,0,622
0017,1,1,,P00623,Electrical Tape 3M Big,pcs,1.00,pcs,0.00,0.00,,0,623
0017,1,1,,P00624,"Emt Adaptor Connector 2""",pcs,1.00,pcs,0.00,0.00,,0,624
0017,1,1,,P00625,Emt Body Type 32Mm,pcs,1.00,pcs,0.00,0.00,,0,625
0017,1,1,,P00626,"Emt Connector 1""",pcs,1.00,pcs,0.00,0.00,,0,626
0017,1,1,,P00627,"Emt Connector 1/2""",pcs,1.00,pcs,0.00,0.00,,0,627
0017,1,1,,P00628,"Emt Connector 1-1/2""",pcs,1.00,pcs,0.00,0.00,,0,628
0017,1,1,,P00629,"Emt Connector 1-1/4""",pcs,1.00,pcs,0.00,0.00,,0,629
0017,1,1,,P00630,"Emt Connector 2""",pcs,1.00,pcs,0.00,0.00,,0,630
0017,1,1,,P00631,"Emt Connector 3/4""",pcs,1.00,pcs,0.00,0.00,,0,631
0017,1,1,,P00632,"Emt Coupling 1-1/2""",pcs,1.00,pcs,0.00,0.00,,0,632
0017,1,1,,P00633,"Emt Coupling Adaptor 2""",pcs,1.00,pcs,0.00,0.00,,0,633
0017,1,1,,P00634,"Emt Coupling Adaptor Screw Typr 1 1/4""",pcs,1.00,pcs,0.00,0.00,,0,634
0017,1,1,,P00635,"Emt Coupling Screw Type 1""",pcs,1.00,pcs,0.00,0.00,,0,635
0017,1,1,,P00636,"Emt Elbow 1 1/2""",pcs,1.00,pcs,0.00,0.00,,0,636
0017,1,1,,P00637,"Emt Elbow 1 1/4""",pcs,1.00,pcs,0.00,0.00,,0,637
0017,1,1,,P00638,"Emt Elbow 1""",pcs,1.00,pcs,0.00,0.00,,0,638
0017,1,1,,P00639,Emt Elbow 1/2,pcs,1.00,pcs,0.00,0.00,,0,639
0017,1,1,,P00640,"Emt Elbow 2""",pcs,1.00,pcs,0.00,0.00,,0,640
0017,1,1,,P00641,"Emt Straight Connector 2""",pcs,1.00,pcs,0.00,0.00,,0,641
0017,1,1,,P00642,Enclosure 100A,pcs,1.00,pcs,0.00,0.00,,0,642
0017,1,1,,P00643,Enclosure From 100A Circuit Breaker,pcs,1.00,pcs,0.00,0.00,,0,643
0017,1,1,,P00644,Enclosure From 200A Circuit Breaker,pcs,1.00,pcs,0.00,0.00,,0,644
0017,1,1,,P00645,Enclosure N-3R Bolt On Circuit Breaker,pcs,1.00,pcs,0.00,0.00,,0,645
0017,1,1,,P00646,Enclosure Nema 3R 3P Arrow,pcs,1.00,pcs,0.00,0.00,,0,646
0017,1,1,,P00647,"End Cup 1"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,647
0017,1,1,,P00648,"End Cup 1-1/2""Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,648
0017,1,1,,P00649,"End Cup 3/4"" Gi Hd",pcs,1.00,pcs,0.00,0.00,,0,649
0017,1,1,,P00650,Expansion Bolt 3/8,pcs,1.00,pcs,0.00,0.00,,0,650
0017,1,1,,P00651,Eye Lugs 8-6,pcs,1.00,pcs,0.00,0.00,,0,651
0017,1,1,,P00652,Eye Terminal 3.5-6,pcs,1.00,pcs,0.00,0.00,,0,652
0017,1,1,,P00653,Eye Terminal Lug 38-12,pcs,1.00,pcs,0.00,0.00,,0,653
0017,1,1,,P00654,Eye Terminal Lugs 14-6,pcs,1.00,pcs,0.00,0.00,,0,654
0017,1,1,,P00655,Eye Terminal Lugs 22-8,pcs,1.00,pcs,0.00,0.00,,0,655
0017,1,1,,P00656,Eyelugs 14-8,pcs,1.00,pcs,0.00,0.00,,0,656
0017,1,1,,P00657,Eyelugs 200-12,pcs,1.00,pcs,0.00,0.00,,0,657
0017,1,1,,P00658,Eyelugs 22-10,pcs,1.00,pcs,0.00,0.00,,0,658
0017,1,1,,P00659,Eyelugs 22-6,pcs,1.00,pcs,0.00,0.00,,0,659
0017,1,1,,P00660,Eyelugs 2-4,pcs,1.00,pcs,0.00,0.00,,0,660
0017,1,1,,P00661,Eyelugs 38-10,pcs,1.00,pcs,0.00,0.00,,0,661
0017,1,1,,P00662,Eyelugs 38-8,pcs,1.00,pcs,0.00,0.00,,0,662
0017,1,1,,P00663,Eyelugs 50-10,pcs,1.00,pcs,0.00,0.00,,0,663
0017,1,1,,P00664,Eyelugs 60-10,pcs,1.00,pcs,0.00,0.00,,0,664
0017,1,1,,P00665,Eyelugs 70-10,pcs,1.00,pcs,0.00,0.00,,0,665
0017,1,1,,P00666,Eyelugs 80-10,pcs,1.00,pcs,0.00,0.00,,0,666
0017,1,1,,P00667,Eyelugs 80-12,pcs,1.00,pcs,0.00,0.00,,0,667
0017,1,1,,P00668,Eyelugs 8-5,pcs,1.00,pcs,0.00,0.00,,0,668
0017,1,1,,P00669,Eyelugs 8-8,pcs,1.00,pcs,0.00,0.00,,0,669
0017,1,1,,P00670,Fan Exhaus 12Inch.,pcs,1.00,pcs,0.00,0.00,,0,670
0017,1,1,,P00671,"Faucet 3/4"" Brass",pcs,1.00,pcs,0.00,0.00,,0,671
0017,1,1,,P00672,"Faucet Brass 1/2""",pcs,1.00,pcs,0.00,0.00,,0,672
0017,1,1,,P00673,Fixture Downlight Model: Sdlhii-63-Gu10,pcs,1.00,pcs,0.00,0.00,,0,673
0017,1,1,,P00674,"Flap Disc 4""",pcs,1.00,pcs,0.00,0.00,,0,674
0017,1,1,,P00675,"Foot Valve 2""",pcs,1.00,pcs,0.00,0.00,,0,675
0017,1,1,,P00676,Fuse Link 15K,pcs,1.00,pcs,0.00,0.00,,0,676
0017,1,1,,P00677,Fuse Link 20K,pcs,1.00,pcs,0.00,0.00,,0,677
0017,1,1,,P00678,Fuse Link 40K,pcs,1.00,pcs,0.00,0.00,,0,678
0017,1,1,,P00679,Fuse Link 65K,pcs,1.00,pcs,0.00,0.00,,0,679
0017,1,1,,P00680,"Gate Valve 1""",pcs,1.00,pcs,0.00,0.00,,0,680
0017,1,1,,P00681,"Gate Valve 1/2""",pcs,1.00,pcs,0.00,0.00,,0,681
0017,1,1,,P00682,"Gate Valve 1-1/2"" Brass",pcs,1.00,pcs,0.00,0.00,,0,682
0017,1,1,,P00683,Ge Breaker Tqc 60A 3P 240V Bolt-On,pcs,1.00,pcs,0.00,0.00,,0,683
0017,1,1,,P00684,Gi Steel Utility Box,pcs,1.00,pcs,0.00,0.00,,0,684
0017,1,1,,P00685,Gi Wire #16,pcs,1.00,pcs,0.00,0.00,,0,685
0017,1,1,,P00686,"Grinding Stone 4""",pcs,1.00,pcs,0.00,0.00,,0,686
0017,1,1,,P00687,Ground Tool Bits 1/2 (Cleveland),pcs,1.00,pcs,0.00,0.00,,0,687
0017,1,1,,P00688,Ground Tool Bits 3/8 (Clevland),pcs,1.00,pcs,0.00,0.00,,0,688
0017,1,1,,P00689,"Hacksaw Blade 12""/300Mm 18Tpi/8D Sandflex Small",pcs,1.00,pcs,0.00,0.00,,0,689
0017,1,1,,P00690,Hose Clip 40-55,pcs,1.00,pcs,0.00,0.00,,0,690
0017,1,1,,P00691,Hose Clip 40-60,pcs,1.00,pcs,0.00,0.00,,0,691
0017,1,1,,P00692,Hose Clip 40-63,pcs,1.00,pcs,0.00,0.00,,0,692
0017,1,1,,P00693,Hose Clip 40-64,pcs,1.00,pcs,0.00,0.00,,0,693
0017,1,1,,P00694,Hose Clip 45-60,pcs,1.00,pcs,0.00,0.00,,0,694
0017,1,1,,P00695,Hose Clip 50-70,pcs,1.00,pcs,0.00,0.00,,0,695
0017,1,1,,P00696,Hose Clip 60-80,pcs,1.00,pcs,0.00,0.00,,0,696
0017,1,1,,P00697,Hose Clip 60-83,pcs,1.00,pcs,0.00,0.00,,0,697
0017,1,1,,P00698,Hydraulic Adaptor Fitting 3/8X1/6,pcs,1.00,pcs,0.00,0.00,,0,698
0017,1,1,,P00699,Hydraulic Hose Adaptor 3/8X1/2,pcs,1.00,pcs,0.00,0.00,,0,699
0017,1,1,,P00700,"Insolator 2""",pcs,1.00,pcs,0.00,0.00,,0,700
0017,1,1,,P00701,Junction Box,pcs,1.00,pcs,0.00,0.00,,0,701
0017,1,1,,P00702,Junction Box Cover,pcs,1.00,pcs,0.00,0.00,,0,702
0017,1,1,,P00703,Led 100W (Firefly),pcs,1.00,pcs,0.00,0.00,,0,703
0017,1,1,,P00704,Led 65W (Eurolux),pcs,1.00,pcs,0.00,0.00,,0,704
0017,1,1,,P00705,Led 7W (Landlite),pcs,1.00,pcs,0.00,0.00,,0,705
0017,1,1,,P00706,Led Bulb 13W Philips,pcs,1.00,pcs,0.00,0.00,,0,706
0017,1,1,,P00707,Led T5 Linestra Fixture Set (Eurolux),pcs,1.00,pcs,0.00,0.00,,0,707
0017,1,1,,P00708,"Locknut 1""",pcs,1.00,pcs,0.00,0.00,,0,708
0017,1,1,,P00709,"Locknut 1/2""",pcs,1.00,pcs,0.00,0.00,,0,709
0017,1,1,,P00710,"Locknut 2""",pcs,1.00,pcs,0.00,0.00,,0,710
0017,1,1,,P00711,"Locknut 3""",pcs,1.00,pcs,0.00,0.00,,0,711
0017,1,1,,P00712,"Lq St. Connector 3/4""",pcs,1.00,pcs,0.00,0.00,,0,712
0017,1,1,,P00713,Male Plug Wrp002,pcs,1.00,pcs,0.00,0.00,,0,713
0017,1,1,,P00714,Masking Tape,pcs,1.00,pcs,0.00,0.00,,0,714
0017,1,1,,P00715,Mechanical Bracket Or Terminal Holder 3 Bolts,pcs,1.00,pcs,0.00,0.00,,0,715
0017,1,1,,P00716,Mesh Screen 304 #40,pcs,1.00,pcs,0.00,0.00,,0,716
0017,1,1,,P00717,Mesh Screen 304 #80,pcs,1.00,pcs,0.00,0.00,,0,717
0017,1,1,,P00718,Mesh Screen 304 #100,pcs,1.00,pcs,0.00,0.00,,0,718
0017,1,1,,P00719,"Metal Screw 1 1/2""",pcs,1.00,pcs,0.00,0.00,,0,719
0017,1,1,,P00720,"Metal Screw 1""",pcs,1.00,pcs,0.00,0.00,,0,720
0017,1,1,,P00721,Mighty Gasket Silicone 85G (Pioneer),pcs,1.00,pcs,0.00,0.00,,0,721
0017,1,1,,P00722,Miniature Breaker 32A,pcs,1.00,pcs,0.00,0.00,,0,722
0017,1,1,,P00723,Miniature Breaker 32A 3P Chint,pcs,1.00,pcs,0.00,0.00,,0,723
0017,1,1,,P00724,Miniature Breaker 63A,pcs,1.00,pcs,0.00,0.00,,0,724
0017,1,1,,P00725,Miniature Circuit Breaker 63A 3P Chint,pcs,1.00,pcs,0.00,0.00,,0,725
0017,1,1,,P00726,Ordinary Switch 10A (Omni),pcs,1.00,pcs,0.00,0.00,,0,726
0017,1,1,,P00727,Outlet 2 Gang,pcs,1.00,pcs,0.00,0.00,,0,727
0017,1,1,,P00728,Outlet 3 Gang (Royu),pcs,1.00,pcs,0.00,0.00,,0,728
0017,1,1,,P00729,Overload Relay Th-P12 15A(12A-18A),pcs,1.00,pcs,0.00,0.00,,0,729
0017,1,1,,P00730,Overload Relay Th-P60 Eta 67A(54A-80A) (Shihlin Brand),pcs,1.00,pcs,0.00,0.00,,0,730
0017,1,1,,P00731,"Paint Brush 1""",pcs,1.00,pcs,0.00,0.00,,0,731
0017,1,1,,P00732,"Paint Brush 2""",pcs,1.00,pcs,0.00,0.00,,0,732
0017,1,1,,P00733,"Paint Brush 4""",pcs,1.00,pcs,0.00,0.00,,0,733
0017,1,1,,P00734,"Paint Roller 4""",pcs,1.00,pcs,0.00,0.00,,0,734
0017,1,1,,P00735,Plastic Steel Epoxy 57G (Devcon),pcs,1.00,pcs,0.00,0.00,,0,735
0017,1,1,,P00736,"Polyurethane Hose, 10Mm",pcs,1.00,pcs,0.00,0.00,,0,736
0017,1,1,,P00737,"Polyurethane Hose, 12Mm",pcs,1.00,pcs,0.00,0.00,,0,737
0017,1,1,,P00738,"Polyurethane Hose, 6Mm",pcs,1.00,pcs,0.00,0.00,,0,738
0017,1,1,,P00739,"Polyurethane Hose, 8Mm",pcs,1.00,pcs,0.00,0.00,,0,739
0017,1,1,,P00740,Powder Soap 800G,pcs,1.00,pcs,0.00,0.00,,0,740
0017,1,1,,P00741,Power Hacksaw Blade 10Teeth 350-25-1.25,pcs,1.00,pcs,0.00,0.00,,0,741
0017,1,1,,P00742,Push Button Emergency,pcs,1.00,pcs,0.00,0.00,,0,742
0017,1,1,,P00743,Push Button Green (Normally Open),pcs,1.00,pcs,0.00,0.00,,0,743
0017,1,1,,P00744,Push Button Red (Normally Close),pcs,1.00,pcs,0.00,0.00,,0,744
0017,1,1,,P00745,Pvc Blue Elbow 63Mm,pcs,1.00,pcs,0.00,0.00,,0,745
0017,1,1,,P00746,Pvc Coupling 1-1/2 White,pcs,1.00,pcs,0.00,0.00,,0,746
0017,1,1,,P00747,Pvc Coupling Blue 32Mm,pcs,1.00,pcs,0.00,0.00,,0,747
0017,1,1,,P00748,Pvc Coupling Connector 1-1/4,pcs,1.00,pcs,0.00,0.00,,0,748
0017,1,1,,P00749,Pvc Coupling Reducer 50X40,pcs,1.00,pcs,0.00,0.00,,0,749
0017,1,1,,P00750,Pvc Elbow 20Mm Blue,pcs,1.00,pcs,0.00,0.00,,0,750
0017,1,1,,P00751,Pvc Elbow 32Mm Blue,pcs,1.00,pcs,0.00,0.00,,0,751
0017,1,1,,P00752,Pvc Elbow 63Dn White,pcs,1.00,pcs,0.00,0.00,,0,752
0017,1,1,,P00753,Pvc Elbow L40 White,pcs,1.00,pcs,0.00,0.00,,0,753
0017,1,1,,P00754,Pvc Elbow White 32Dn,pcs,1.00,pcs,0.00,0.00,,0,754
0017,1,1,,P00755,Pvc Female Adapter 32Mm,pcs,1.00,pcs,0.00,0.00,,0,755
0017,1,1,,P00756,"Pvc Male Adapter Threaded 3/4""",pcs,1.00,pcs,0.00,0.00,,0,756
0017,1,1,,P00757,"Pvc Male Adapter W/ Locknut 1""",pcs,1.00,pcs,0.00,0.00,,0,757
0017,1,1,,P00758,"Pvc Male Adapter W/ Locknut 2""",pcs,1.00,pcs,0.00,0.00,,0,758
0017,1,1,,P00759,Pvc Spring Hose 1 1/2,pcs,1.00,pcs,0.00,0.00,,0,759
0017,1,1,,P00760,"Pvc Spring Hose 1""",pcs,1.00,pcs,0.00,0.00,,0,760
0017,1,1,,P00761,Pvc Tee Blue 63Mm,pcs,1.00,pcs,0.00,0.00,,0,761
0017,1,1,,P00762,Pvc Tee White T63,pcs,1.00,pcs,0.00,0.00,,0,762
0017,1,1,,P00763,Pvc Union 50Dn White,pcs,1.00,pcs,0.00,0.00,,0,763
0017,1,1,,P00764,Pvc Union 63Dn White,pcs,1.00,pcs,0.00,0.00,,0,764
0017,1,1,,P00765,"Receptaple 4""",pcs,1.00,pcs,0.00,0.00,,0,765
0017,1,1,,P00766,Rubber Plug 15A (Eagle),pcs,1.00,pcs,0.00,0.00,,0,766
0017,1,1,,P00767,Rubber Tape No15,pcs,1.00,pcs,0.00,0.00,,0,767
0017,1,1,,P00768,Rugby Bostik 300Ml.,pcs,1.00,pcs,0.00,0.00,,0,768
0017,1,1,,P00769,"Saddle Clamp Conduit C Clamp 3/4"" (One Eye)",pcs,1.00,pcs,0.00,0.00,,0,769
0017,1,1,,P00770,"Saddle Clamp/Gi Clamp 1 1/4""",pcs,1.00,pcs,0.00,0.00,,0,770
0017,1,1,,P00771,"Sanding Pad 4""",pcs,1.00,pcs,0.00,0.00,,0,771
0017,1,1,,P00772,Sandpaper #120 (3M),pcs,1.00,pcs,0.00,0.00,,0,772
0017,1,1,,P00773,Sandpaper #60,pcs,1.00,pcs,0.00,0.00,,0,773
